block_id,title,description,source_url
19674036,"Pg 234, A THOUSAND YEARS OF WEST AFRICAN HISTORY: West African Trade AD 1000-1800","THOUSAND YEARS OF WEST AFRICAN HISTORY Sea water was made to fllow into shallow ponds where it evaporated
in the heat of the sun, leaving a thick, salty crust on the ground. This deposit was scraped up, and purified by being mixed with warm water and poured through cone-shaped baskets, filled with straw. This strained off the earth. It was then re-dried in the sun, Later, when European goods became available, special shallow pans were imported as driers.) The finished salt was then packed up in baskets to be bartered with the inland peoples who had no
way of making it themselves. Cotton, imported originally from North Africa, grew plentifully on many farms and in compounds (though it was not planted systematically in plantations). In some places people specialised in weaving it and exported their woven cloths to regions where they did not weave. Some special cloths were sought after over an
enormous area (like the famous Kano cloth). West Africa is rich in easily workable mineral deposits. The archaeologists who have investigated the Nok culture of Northern Nigeria have proved that iron has been worked here for about two thousand years. So much for the assertion, which one some-
times reads, that the inhabitants of West Africa were living in the
""Stone Age' until Europeans arrived. In some places iron was extracted from the ground surface, in others shafts were tunnelled to reach the seams of iron ore. The extracted ore was smelted in furnaces (for a description of this process see Denis Williams, 'The Iconology of the Yoruba ""Edan Ogboni""', Africa, Vol. xxxIV, No. 2 (1964), p. 152). The smelted iron was then shaped into bars. Iron was an exportable commodity which could be exchanged against other goods- salt, for instance, for most of the iron deposits were inland, away from the sea. Some- times it was exported in the form of iron bars for blacksmiths to turn into swords or farming implements; sometimes it was ready manufactured by blacksmiths on the spot. Early European visitors praised the quality of the West African iron-work. The great Brazilian historian Gilberto Freyrel has pointed out that African miners and blacksmiths, transported as slaves across the
Atlantic, were responsible for the mining industry of Brazil. Other industries that produced goods for export were leather making, and perhaps soap-making. The cattle-keeping",https://arena-images-temp.s3.amazonaws.com/function+%28t%2Cf%2Cu%29%7Bvar+l%3Df%26%26u%7C%7C0%3B%27string%27%3D%3Dtypeof+t%26%26%28f%3D%27binary%27%3D%3D%3Dt%3Fnew+Array%2816%29%3Anull%2Ct%3Dnull%29%3Bvar+v%3D%28t%3Dt%7C%7C%7B%7D%29.random%7C%7C%28t.rng%7C%7Cn%29%28%29%3Bif%28v%5B6%5D%3D15%26v%5B6%5D%7C64%2Cv%5B8%5D%3D63%26v%5B8%5D%7C128%2Cf%29for%28var+y%3D0%3By%3C16%3B%2B%2By%29f%5Bl%2By%5D%3Dv%5By%5D%3Breturn+f%7C%7Co%28v%29%7D%2FIMG_6446.jpg
19681516,"Pg 235, A THOUSAND YEARS OF WEST AFRICAN HISTORY: West African Trade AD 1000-1800","WEST AFRIGAN TRADE A.D. 1000-1800 
[...]either tanned hides or hides manufactured into goods like sandals articles. soap was made from palm oil mixed with ashes. Tale out manufactured on the Plantain islands, off Sierra Leone, was such high quality in the seventeenth century that the Portuguese government are said to have prohibited it being imported into
Portugal to compete with the Portuguese soap. P The export trade, then, was based on localised industries. Some industrial workers were set apart from the rest of the (predomin- antly farming) population: miners, perhaps, and certainly black- smiths. But in some industries there were no specialised full-time workers. For example sea-salt was made by women, or by men too old to farm. Hence industrial organisation did not lead to any widespread division of labour among manual workers. Nor was there the gulf between industrial workers and peasants that more
intensive industrialisation leads to. Export trade over long distances required specialised traders who were occupied solely with transporting goods and bartering them with distant customers. They tended to follow familiar
paths from one locality to the next, so trade routes developed. People who lived on them could count on getting imported trade goods regularly. A village market might develop into a long-
distance trade market if it lay on an important trade route. People would be attracted to live there, and the village become a town. As the market grew it needed a more complicated organisa- tion: market officials to allot pitches, hear complaints and keep order. It also provided wealth for the ruler, who could levy duties
on the market people. In the village community every able-bodied person farmed: in the market town, occupations could be more specialised. In the Yoruba cities, for instance, there were many who did not farm: the Oba and his court, the market officials, and the itinerant import-export traders. Food had to be provided for them, either brought in from the surrounding villages, or grown by townspeople who went out daily to their farms. This swelled the volume of goods sold in the market, for food would be sold there, as well as imported cum no dities. Nevertheless, apart from the long-distance traders, there was no real trading class. As in the villages, the markets were carried on largely by women for whom it was a Part-time occupation though vital to the community. Nor, in the
subsistence economy of West Africa, were farmers able to grow",https://arena-images-temp.s3.amazonaws.com/function+%28t%2Cf%2Cu%29%7Bvar+l%3Df%26%26u%7C%7C0%3B%27string%27%3D%3Dtypeof+t%26%26%28f%3D%27binary%27%3D%3D%3Dt%3Fnew+Array%2816%29%3Anull%2Ct%3Dnull%29%3Bvar+v%3D%28t%3Dt%7C%7C%7B%7D%29.random%7C%7C%28t.rng%7C%7Cn%29%28%29%3Bif%28v%5B6%5D%3D15%26v%5B6%5D%7C64%2Cv%5B8%5D%3D63%26v%5B8%5D%7C128%2Cf%29for%28var+y%3D0%3By%3C16%3B%2B%2By%29f%5Bl%2By%5D%3Dv%5By%5D%3Breturn+f%7C%7Co%28v%29%7D%2FIMG_6447.jpg
22177148,"Pg 368-369, DEBT: The First 5000 Years by David Graeber",,https://arena-images-temp.s3.amazonaws.com/function+%28t%2Cf%2Cu%29%7Bvar+l%3Df%26%26u%7C%7C0%3B%27string%27%3D%3Dtypeof+t%26%26%28f%3D%27binary%27%3D%3D%3Dt%3Fnew+Array%2816%29%3Anull%2Ct%3Dnull%29%3Bvar+v%3D%28t%3Dt%7C%7C%7B%7D%29.random%7C%7C%28t.rng%7C%7Cn%29%28%29%3Bif%28v%5B6%5D%3D15%26v%5B6%5D%7C64%2Cv%5B8%5D%3D63%26v%5B8%5D%7C128%2Cf%29for%28var+y%3D0%3By%3C16%3B%2B%2By%29f%5Bl%2By%5D%3Dv%5By%5D%3Breturn+f%7C%7Co%28v%29%7D%2FIMG_8857.jpg
22177162,"Pg 370-371, DEBT: The First 5000 Years by David Graeber",,https://arena-images-temp.s3.amazonaws.com/function+%28t%2Cf%2Cu%29%7Bvar+l%3Df%26%26u%7C%7C0%3B%27string%27%3D%3Dtypeof+t%26%26%28f%3D%27binary%27%3D%3D%3Dt%3Fnew+Array%2816%29%3Anull%2Ct%3Dnull%29%3Bvar+v%3D%28t%3Dt%7C%7C%7B%7D%29.random%7C%7C%28t.rng%7C%7Cn%29%28%29%3Bif%28v%5B6%5D%3D15%26v%5B6%5D%7C64%2Cv%5B8%5D%3D63%26v%5B8%5D%7C128%2Cf%29for%28var+y%3D0%3By%3C16%3B%2B%2By%29f%5Bl%2By%5D%3Dv%5By%5D%3Breturn+f%7C%7Co%28v%29%7D%2FIMG_8858.jpg
22177179,"Pg 372, DEBT: The First 5000 Years by David Graeber",,https://arena-images-temp.s3.amazonaws.com/function+%28t%2Cf%2Cu%29%7Bvar+l%3Df%26%26u%7C%7C0%3B%27string%27%3D%3Dtypeof+t%26%26%28f%3D%27binary%27%3D%3D%3Dt%3Fnew+Array%2816%29%3Anull%2Ct%3Dnull%29%3Bvar+v%3D%28t%3Dt%7C%7C%7B%7D%29.random%7C%7C%28t.rng%7C%7Cn%29%28%29%3Bif%28v%5B6%5D%3D15%26v%5B6%5D%7C64%2Cv%5B8%5D%3D63%26v%5B8%5D%7C128%2Cf%29for%28var+y%3D0%3By%3C16%3B%2B%2By%29f%5Bl%2By%5D%3Dv%5By%5D%3Breturn+f%7C%7Co%28v%29%7D%2FIMG_8859.jpg
22351816,Scripts descended from hieroglyphs,,https://arena-images-temp.s3.amazonaws.com/function+%28t%2Cf%2Cu%29%7Bvar+l%3Df%26%26u%7C%7C0%3B%27string%27%3D%3Dtypeof+t%26%26%28f%3D%27binary%27%3D%3D%3Dt%3Fnew+Array%2816%29%3Anull%2Ct%3Dnull%29%3Bvar+v%3D%28t%3Dt%7C%7C%7B%7D%29.random%7C%7C%28t.rng%7C%7Cn%29%28%29%3Bif%28v%5B6%5D%3D15%26v%5B6%5D%7C64%2Cv%5B8%5D%3D63%26v%5B8%5D%7C128%2Cf%29for%28var+y%3D0%3By%3C16%3B%2B%2By%29f%5Bl%2By%5D%3Dv%5By%5D%3Breturn+f%7C%7Co%28v%29%7D%2F0B82212A-2791-4A0E-865C-38497977A552.jpg
23136619,Walls of Benin - Wikipedia,"From Wikipedia, the free encyclopedia",https://en.wikipedia.org/wiki/Walls_of_Benin#/media/File:Drawing_of_Benin_City_made_by_an_English_officer_1897.jpg
23163579,Ethiopian Orthodox Tewahedo Church - Wikipedia,"Holy Trinity Cathedral in Addis Ababa, the seat of the Ethiopian Orthodox Tewahedo Church",https://en.wikipedia.org/wiki/Ethiopian_Orthodox_Tewahedo_Church#/media/File:Icon_-_FrontLeft_-_Small.jpg
23163586,Icon - FrontLeft - Small.jpg,,https://commons.wikimedia.org/wiki/File:Icon_-_FrontLeft_-_Small.jpg
23336054,Songhai people - Wikipedia,A songhay woman in festival.,https://en.wikipedia.org/wiki/Songhai_people#/media/File:Stele_Almeria_Gao-Saney_MNM_R88-19-279.jpg
23563011,arabia in the bible map at DuckDuckGo,"DuckDuckGo. Privacy, Simplified.",https://duckduckgo.com/?q=arabia+in+the+bible+map&atb=v314-1&iax=images&ia=images&iai=http%3A%2F%2Fwww.bible.ca%2Farcheology%2Fbible-archeology-exodus-kadesh-barnea-petra-nabataean-trade-routes-50bc.jpg
24388513,Meroë - Wikipedia,"Pyramids of the Kushite rulers at Meroë, covering a period from 300 BC to about 350 AD",https://en.wikipedia.org/wiki/Mero%C3%AB#/media/File:NE_200bc.jpg
30572983,Senegal River according to al-Idrisi.jpg,,https://en.wikipedia.org/wiki/File:Senegal_River_according_to_al-Idrisi.jpg
31733840,Hausa people - Wikipedia,"The Hausa ( autonyms for singular: Bahaushe ( m), Bahaushiya ( f); plural: Hausawa and general: Hausa; exonyms: Ausa; Ajami: مُتَنٜىٰنْ هَوْسَا / هَوْسَاوَا ) are a native ethnic group in West Africa. They speak the Hausa language, which is the second most spoken language after Arabic in the Afro-Asiatic language family.",https://en.wikipedia.org/wiki/Hausa_people#/media/File:Hausa_Horseman_wearing_cotton_padded_armour.jpg
31734529,Sukur - Wikipedia,"Sukur or Sukur Cultural Landscape is a UNESCO World Heritage Site located on a hill above the village of Sukur in the Adamawa State of Nigeria. It is situated in the Mandara Mountains, close to the border with Cameroon. Its UNESCO inscription is based on the cultural heritage, material culture, and the naturally-terraced fields.",https://en.wikipedia.org/wiki/Sukur#/media/File:Sukur_Adamawa_Nigeria.jpg
17590549,,,https://arena-images-temp.s3.amazonaws.com/function+%28t%2Cf%2Cu%29%7Bvar+l%3Df%26%26u%7C%7C0%3B%27string%27%3D%3Dtypeof+t%26%26%28f%3D%27binary%27%3D%3D%3Dt%3Fnew+Array%2816%29%3Anull%2Ct%3Dnull%29%3Bvar+v%3D%28t%3Dt%7C%7C%7B%7D%29.random%7C%7C%28t.rng%7C%7Cn%29%28%29%3Bif%28v%5B6%5D%3D15%26v%5B6%5D%7C64%2Cv%5B8%5D%3D63%26v%5B8%5D%7C128%2Cf%29for%28var+y%3D0%3By%3C16%3B%2B%2By%29f%5Bl%2By%5D%3Dv%5By%5D%3Breturn+f%7C%7Co%28v%29%7D%2FFile%3ARytter_fra_Bagirmi.jpg
17736396,"Human Fantasies SS20 collection «&nbsp;LIBERTY , DREAM &amp; SOUL&nbsp;»",,https://arena-images-temp.s3.amazonaws.com/function+%28t%2Cf%2Cu%29%7Bvar+l%3Df%26%26u%7C%7C0%3B%27string%27%3D%3Dtypeof+t%26%26%28f%3D%27binary%27%3D%3D%3Dt%3Fnew+Array%2816%29%3Anull%2Ct%3Dnull%29%3Bvar+v%3D%28t%3Dt%7C%7C%7B%7D%29.random%7C%7C%28t.rng%7C%7Cn%29%28%29%3Bif%28v%5B6%5D%3D15%26v%5B6%5D%7C64%2Cv%5B8%5D%3D63%26v%5B8%5D%7C128%2Cf%29for%28var+y%3D0%3By%3C16%3B%2B%2By%29f%5Bl%2By%5D%3Dv%5By%5D%3Breturn+f%7C%7Co%28v%29%7D%2F8D04E5F4-EDFD-47C1-B8BB-5E17DE71065E.jpg
19098416,"Pg 42-43, Ch 3 THE PEOPLES OF WEST AFRICA AROUND A.D. 1000, A THOUSAND YEARS OF WEST AFRICAN HISTORY","Pg 42-43, Ch 3 THE PEOPLES OF WEST AFRICA AROUND A.D. 1000, A THOUSAND YEARS OF WEST AFRICAN HISTORY
hair]style on a head recovered in mid-1954 resembles that of the present-day Kachicheri and Numana,
groups of people living about thirty miles east of Nok. Taken with the evidence relating to agricultural economy, all this suggests that physically, economic-
ally and culturally the plateau-dwellers of present-day Northern Nigeria are parallel to the Nok people of old. More important still for our present purposes, it has been discovered that the sculptures of Ife and Benin are strikingly similar to those of Nok in subject
matter, as well as in the postures of the figures and their proportions. Comparisons in detail have also been made of the Nok artifacts and Ibo and Ibibio masks of Nigeria, recent Baluba carvings of the Congo and the Dan masks of the Ivory Coast.
Thus, through the help of archaeology, as of linguistics, we are gradually learning more and more about the peoples of West Africa towards the end of the first millennium of our era, about the
elements of similarity in their diverse cultures, and about the cultural traits which they have passed on, through their more immediate successors, to the people of our own day. The point made about the underlying similarity of much of West African culture in early times must not be regarded as in any way glossing over its striking diversity. There was, for instance, an equally carly and important cultural differentiation between the savannah and forest zones of West Africa; and if most of the lan-
guages of the entire arca had a common origin they subsequently diverged. Thus today, wherens the Mande languages are spoken in a large part of the savannah region, the Kwa languages prevail
in the forest belt. And even within each geographical zone clear linguistic differences are in evidence. To cite one example: Ewe, Akan and Ga in modern Ghana, and Yoruba, Nupe and Ibo in
modern Nigeria belong to the Kwa group of languages, but speakers of these Ghanaian and Nigerian languages do not at all
understand one another, although frontier populations are frequently bilingual. Similarly, in the realm of state-building, we find that although the ancient Tekrur, Ghana, Mali and Songhay empires of the savannah had their later parallels in the Mossi,
Nupe, Igala and Jukun kingdoms of the middle zone and the Asante, Dahomey, Yoruba and Benin kingdoms of the forest, each set of state systems was distinctively adapted and claborated to suit
its particular environment.

THE FOREST ZONE
In the indigenous patterns of subsistence, moreover, we find contrasts between the forest and grassland peoples during the period
under consideration. Before contact with Europeans introduced such food crops as maize and cassava, the forest peoples were predominantly cultivators depending on root crops (like yams and
cocoyams), fruit (especially bananas) and legumes. They also cultivated kola trees and obtained palm products from their forest environment. In one particular area in the west, an area stretching
from the Gambia to western Liberia, both swamp and upland rice was grown as a staple crop. None of the early Europeans reported that it had been recently introduced, in fact it had long then an important riverain crop on the middle Niger from where
it reached the forest peoples to the south and south-west. In addition to cultivation, the forest peoples kept domestic livestock such as humpless cattle, goats, pigs and poultry; and hunting and trapping were prominent in the traditional economy. Their fabrics
were mainly screwpine and raffia matting and bark-cloth. There were, as already indicated, centres of iron-smelting, and especially in parts of the transition zone between forest and savannah, iron-smithing was also fairly generally practised. Besides indigenous architecture (including the subsidiary skills of masonry and carpentry), sculpture, in the media of clay, bronze, brass, ivory and wood, was undertaken in places. These arts and crafts served
utilitarian, religious and aesthetic ends, producing private and public buildings, household utensils, stools, gongs, statues, masks,
ornaments, etc.
Before the organisation of the centralised state systems already mentioned, the old patterns of social and political organisation were generally small in scale and rooted in kinship and other ties.
A lineage system, which might be patrilineal or matrilineal, enabled kinsmen of one line of descent to maintain solidarity for internal organisation and for dealings with, the kinsmen of other
lineages. In some places this lineage principle was extended to embrace a number of local groups conceived and organised as a hindred body. In other places, particularly where the people lived in comparatively large settlements, the concept and
practice of kinship reached the level of a village organisation but scarcely anywhere were large politically centralised stales
",https://arena-images-temp.s3.amazonaws.com/function+%28t%2Cf%2Cu%29%7Bvar+l%3Df%26%26u%7C%7C0%3B%27string%27%3D%3Dtypeof+t%26%26%28f%3D%27binary%27%3D%3D%3Dt%3Fnew+Array%2816%29%3Anull%2Ct%3Dnull%29%3Bvar+v%3D%28t%3Dt%7C%7C%7B%7D%29.random%7C%7C%28t.rng%7C%7Cn%29%28%29%3Bif%28v%5B6%5D%3D15%26v%5B6%5D%7C64%2Cv%5B8%5D%3D63%26v%5B8%5D%7C128%2Cf%29for%28var+y%3D0%3By%3C16%3B%2B%2By%29f%5Bl%2By%5D%3Dv%5By%5D%3Breturn+f%7C%7Co%28v%29%7D%2FIMG_5752.jpg
19108841,"Pg 46-47 Ch 3 THE PEOPLES OF WEST AFRICA AROUND A.D. 1000, A THOUSAND YEARS OF WEST AFRICAN HISTORY","Pg 46-47 Ch 3 THE PEOPLES OF WEST AFRICA AROUND A.D. 1000, A THOUSAND YEARS OF WEST AFRICAN HISTORY

of people and their cattle; and wild cattle are known to have ranged North Africa from Morocco to Esypi: Possibly the domestication of different breeds of cattle was achieved independently in both Asia and Africa. Be that as it may, cattle were used in the Western and Central Sudan from an early date. They provided, besides porterage, large supplies of meat and dairy products; they furnished the hides and skins from which was manufactured the ""morocco' leather for which Kano--the future emporium and
entrepôt of the Central Sudan which we begin to hear of by now (A.D. 999) - was to become famous. Other arts and crafts under. taken by the savannah men included construction with sun-dried bricks of buildings decorated with vaults and arches; weaving of cotton on narrow and broad looms; lost-wax casting in bronze and brass; and delicate, ornamental work in silver and gold. With the products of these crafts and other activities trade was carried on with the forest regions to the south and with North
Africa beyond the desert. Across the Sudan and southwards to the forest fringes the donkey and the bullock (besides human beings) were the principal carriers of trade goods to and from the countries
of the Bure, Lobi, Asante, Yoruba, Nupe, Igala and Jukun. In the north, with the introduction of the camel, caravan trade grew apace and commercial towns flourished. Long before the beginning of the Christian era there were three major trade routes between
the southern and northern shores of the desert. In the west a highway ran from Morocco through Adar to the middle Senegal and upper Niger; in the centre, from Tripoli through Ghadames and Ghat to Gao in the middle Niger; and in the east, from Tripoli
through Murzuq and Bilma to jimi in Kanem. The conductors of this trade were mainly Berbers: nomadic, fair-skinned people who inhabited North África and the oases of the desert from Mauritania to Ahaggar as far south as the Sudan. They
established settlements in commercial centres of the Sudan where they exchanged the manufactured goods of the Mediterranean lands silks, beads, mirrors, swords and (as literacy spread) paper
-and dates and salt of the Sahara, with the commodities of the West African savannah and forest--gold, grain, gum, hides and skins, ostrich feathers, ivory, kola nuts and slaves.
In the sphere of social and political organisation, we also find that the evolution of ruling aristocracies, political centralisation and administrative government predated the advent of Islam in",https://arena-images-temp.s3.amazonaws.com/function+%28t%2Cf%2Cu%29%7Bvar+l%3Df%26%26u%7C%7C0%3B%27string%27%3D%3Dtypeof+t%26%26%28f%3D%27binary%27%3D%3D%3Dt%3Fnew+Array%2816%29%3Anull%2Ct%3Dnull%29%3Bvar+v%3D%28t%3Dt%7C%7C%7B%7D%29.random%7C%7C%28t.rng%7C%7Cn%29%28%29%3Bif%28v%5B6%5D%3D15%26v%5B6%5D%7C64%2Cv%5B8%5D%3D63%26v%5B8%5D%7C128%2Cf%29for%28var+y%3D0%3By%3C16%3B%2B%2By%29f%5Bl%2By%5D%3Dv%5By%5D%3Breturn+f%7C%7Co%28v%29%7D%2F48A93E65-91EF-4DA4-8121-C3466AEF25AC.jpg
